"","Protein","Gene","Protein_Description","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","log_prot","log_PISA","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"376","sp|P0A8J2|DNAT_ECOLI","dnaT","Primosomal protein 1",129821.233434644,128759.429332123,126128.089924746,133838.804282449,196141.367463036,171516.636443785,195339.406028339,221033.428494209,243146.628491155,262568.8848,254038.340573169,257840.41382174,181020.203201072,184723.58614644,168083.760032363,181270.551483184,-0.508949371803241,0.59643409385827,2.76956862229816,4.72973688132611,"not significant","not significant",0,0,"0"
"377","sp|P0A8J4|YBED_ECOLI","ybeD","UPF0250 protein YbeD",3896400.75060371,3484873.60255639,3739772.87129853,3503380.34104042,3099357.85778327,3216272.84453506,2589363.47431887,2565480.13386559,3823192.40082835,3943172.623,4159056.92468717,4202335.91861358,945558.041753432,1044078.22921695,872518.243193809,995090.481108675,-2.06390319667375,-0.350455106492335,1.91110195982331,6.43858552432674,"not significant","significant",0,2,"2"
"378","sp|P0A8J8|RHLB_ECOLI","rhlB","ATP-dependent RNA helicase RhlB",1104364.60035962,1044097.87092041,1062319.46706943,1080025.14666681,2272086.96293057,2170751.37985116,2400638.15221084,2362323.38675523,4392987.43569608,4249912.52,4391851.07692647,4162829.63411722,1861303.99729281,1723242.95423839,1738915.51819305,1739418.69713361,-1.28387689430098,1.101294042319,4.80273557535195,6.80254509020629,"significant","significant",1,2,"3"
"379","sp|P0A8K1|PSD_ECOLI","psd","Phosphatidylserine decarboxylase proenzyme",2432907.48243744,2324230.58628355,2349794.8376356,2440975.62312525,2139352.90809686,2273935.58871331,2295227.92511888,2468573.80040279,3319991.99661255,3282533.366,3262323.53209909,3375825.56558423,5948505.99021693,5728238.62278228,5951323.8698609,6074242.96912512,0.840051145001067,-0.0571479540399117,0.52343346350795,6.58084243718765,"not significant","not significant",0,0,"0"
"380","sp|P0A8L1|SYS_ECOLI","serS","Serine--tRNA ligase",21577282.8218998,18291054.6352877,21990088.4824651,19942536.7062901,11939433.0200671,11313813.8516076,13152904.0170673,12223077.3953224,10370091.6578569,9495371.3,10786839.9175099,9983311.54576395,17386936.4294112,15454963.3132632,17194036.6336712,15979876.3927012,0.700066926286002,-0.750294124042049,3.37818327687256,4.37214011028366,"not significant","not significant",0,0,"0"
"381","sp|P0A8L5|YCGN_ECOLI","ycgN","UPF0260 protein YcgN",1203773.53283541,1105082.25897902,1233932.22976898,1194237.36526947,1286340.31546064,977628.409816512,981636.111089498,827443.39332189,1417056.94957076,1442771.732,1386121.87275727,1350490.72074489,250238.034680079,213663.070921701,181147.154321085,156684.350613496,-2.80331666010413,-0.217872506037008,0.738866348171674,6.92147948269433,"not significant","significant",0,2,"2"
"382","sp|P0A8M0|SYN_ECOLI","asnS","Asparagine--tRNA ligase",6971056.73430592,6128007.65093563,6280824.82631495,6567133.04348966,5129909.06549004,5418205.43657673,5328935.68457335,5794436.52677671,8636253.9644673,8694257.06,8513706.06172236,8557947.83129657,5018065.24258322,4735558.0343288,4574831.66862214,4780742.52686151,-0.848232165305364,-0.259770851806791,2.14582461508098,6.77371959883111,"not significant","not significant",0,0,"0"
"383","sp|P0A8M3|SYT_ECOLI","thrS","Threonine--tRNA ligase",3560596.93724899,3797064.0955896,3394495.37808139,3815382.34461856,9753161.22252225,8644608.88285347,9689045.10543296,10656822.894579,22019044.9955768,23623398.8,24621268.4064249,24283805.2216677,10536153.3754021,11042023.1399118,10423422.7625272,11139256.7084598,-1.13198477493494,1.41120228342034,4.15791852151996,5.67937146119186,"significant","significant",1,2,"3"
"384","sp|P0A8M6|YEEX_ECOLI","yeeX","UPF0265 protein YeeX",3914230.40940974,4013656.60251746,3606041.73843238,4520538.26955077,2853123.04591306,2582137.18418762,2847297.22127665,3165796.64494149,2516530.3211769,2554443.424,2430275.54690511,2594600.99676323,3746592.82598179,3677788.31300191,3772703.07335217,4039428.4505263,0.593770314286233,-0.487834570654367,2.33846680151682,4.90914418813529,"not significant","not significant",0,0,"0"
"385","sp|P0A8N0|MATP_ECOLI","matP","Macrodomain Ter protein",233942.092345092,226924.235197735,225038.838286959,224366.83809061,236104.592713966,197599.807790877,200415.753412542,208698.703029133,266018.627478434,274552.8633,270404.352319165,265845.010841175,239698.431806689,205699.836504199,223455.259687294,201550.850920684,-0.307020535090445,-0.111075117332755,0.850965102375371,2.79371202454565,"not significant","not significant",0,0,"0"
"386","sp|P0A8N7|EPMA_ECOLI","epmA","Elongation factor P--(R)-beta-lysine ligase",174526.633277424,179019.587937639,169730.883265887,181714.273881947,201338.539872595,197494.895369681,185346.588135695,192785.63854348,327921.611807521,327960.3926,331314.953441754,337848.413845023,191645.893094988,196440.447099353,186904.921983443,183546.467806854,-0.804748913104925,0.140245225691147,1.96333243290258,6.80097999307399,"not significant","not significant",0,0,"0"
"387","sp|P0A8P3|FETP_ECOLI","yggX","Probable Fe(2+)-trafficking protein",4992553.27174659,4899072.27958623,5424235.16808266,4328954.9339089,8406899.54594262,6184064.66885615,6105606.34161418,6786582.82238992,5686607.39969678,5369731.621,5503124.02481195,5523810.06094892,7613041.33024707,7359162.22070668,7756601.19125812,8592102.92949446,0.504172002919665,0.484398916846127,1.63232200636943,3.63608280612835,"not significant","not significant",0,0,"0"
"388","sp|P0A8P6|XERC_ECOLI","xerC","Tyrosine recombinase XerC",126365.696473554,132082.113989863,137881.793317039,127483.498995844,279363.960715601,219457.467741749,308962.499643996,297261.157419758,528192.262407436,505640.2852,444314.999585392,516983.944291492,150572.580923824,120913.621151111,138143.125005156,118350.928690171,-1.9179279470832,1.07698117921555,2.98173930530661,5.34502891979585,"significant","significant",1,2,"3"
"389","sp|P0A8Q0|FRDC_ECOLI","frdC","Fumarate reductase subunit C",2962188.19617344,3730996.00477296,4208987.02641468,2981959.13867305,4234966.92593795,3637653.00847962,4483144.60755608,3548160.68907892,2218498.6442749,1981371.016,2149073.68634067,1955850.10288993,3953286.13411314,3924639.16434687,4312561.80827894,3640862.23723056,0.930768032948064,0.195946062871609,0.559856888304812,4.50894074174356,"not significant","not significant",0,0,"0"
"390","sp|P0A8R0|RRAA_ECOLI","rraA","Regulator of ribonuclease activity A",2502197.07060508,2447027.37542645,2430688.14707656,2431034.25138078,1882576.91065567,1914405.26685376,2063027.69100036,1927310.18226816,1243008.89335601,1208207.849,1227957.69543734,1200491.8157238,1609971.77320136,1688328.62800665,1654876.13516462,1625143.08493366,0.430936628678165,-0.333265455436528,3.8471732647384,5.6995521363847,"not significant","not significant",0,0,"0"
"391","sp|P0A8R7|YCJF_ECOLI","ycjF","UPF0283 membrane protein YcjF",692854.52770017,680051.762650742,688356.121684579,688321.685050548,692871.140466735,619400.837490091,709702.06796367,681220.449965688,666971.994648598,659915.6382,537107.50111078,623735.636515216,1040623.29248543,931395.281082882,983086.638109799,977947.014273485,0.660818982345832,-0.0245480945843766,0.202220240147929,3.95621794392833,"not significant","not significant",0,0,"0"
"392","sp|P0A8S1|ARGP_ECOLI","argP","HTH-type transcriptional regulator ArgP",525645.078525763,583308.813517095,553391.721524049,612527.673990743,523765.244568187,549100.80400142,482390.176109094,463520.416237587,1226322.74953247,1301503.762,1353263.2759984,1383370.6644926,802845.156056434,806434.387967299,702087.672487169,733238.529911475,-0.790030256760703,-0.172304889616552,1.12457166322548,4.59633305462475,"not significant","not significant",0,0,"0"
"393","sp|P0A8T1|PRMA_ECOLI","prmA","Ribosomal protein L11 methyltransferase",342024.906919313,357757.74351773,383484.926418548,327929.896966066,506602.955140869,446348.179962164,496589.628765542,465653.750175452,605545.414694646,625589.1133,588839.356464029,601748.696543559,255188.948129318,253794.090175414,263976.112572052,237430.064864576,-1.26112246151922,0.440571041441068,2.883688186502,6.73542307756315,"not significant","significant",0,2,"2"
"394","sp|P0A8T7|RPOC_ECOLI","rpoC","DNA-directed RNA polymerase subunit beta'",26550461.6368278,29566968.1170806,28276918.0787679,27732324.872825,38880709.9065523,42113891.5291911,39173298.6696118,43395109.3967726,95923470.441617,97866341.05,100340678.814035,97181964.6919951,76945023.7790472,80304010.4269677,79333170.5507083,78476731.8997632,-0.312699297868471,0.544717005877847,3.60050621122011,5.11392661503773,"not significant","not significant",0,0,"0"
"395","sp|P0A8U0|SYDP_ECOLI","syd","Protein Syd",254146.654717193,224247.780785854,218812.144087616,250569.359693602,275402.928957993,273502.959498695,268143.355828853,314563.134288574,405137.989473136,429722.0938,390270.35372001,410116.931754094,225016.165680941,213369.45075798,214690.468632287,231621.404392344,-0.886252758760242,0.255761921836167,1.59168926280011,5.58727933537583,"not significant","not significant",0,0,"0"
"396","sp|P0A8U2|YAFD_ECOLI","yafD","UPF0294 protein YafD",119068.377759028,109277.470971002,97931.2047167505,115211.447888863,94676.7036376326,115213.388826439,109569.679344257,107848.875522844,96689.9073212283,95853.4604,97872.3146801025,91429.1099849561,94557.032787691,86131.1748881358,82443.3991362034,89203.3624470217,-0.116038678847271,-0.0470973503065569,0.192455001493144,1.29907227805136,"not significant","not significant",0,0,"0"
"397","sp|P0A8U6|METJ_ECOLI","metJ","Met repressor",143048.584923759,191695.115836855,191721.000266599,152764.834570864,259645.926219021,232042.923492589,219288.294167533,181079.233485774,280270.232974603,291886.3945,294529.61668285,285055.720136411,93110.8867612111,82053.0288192304,83332.8666123733,69984.6500124044,-1.80993380434003,0.393235696020468,1.22697374851215,6.66087632734788,"not significant","significant",0,2,"2"
"398","sp|P0A8V0|RBN_ECOLI","rbn","Ribonuclease BN",231559.24229292,232328.388165983,259389.734425715,248663.565705263,176959.770143554,149202.175471151,132597.397989179,164200.377259205,256113.497631647,268879.7061,213019.44636421,250168.045472649,216553.033593693,178162.096820559,198705.107507847,188609.695813889,-0.337551041959835,-0.641729752214204,3.03217480588241,1.84618231467565,"not significant","not significant",0,0,"0"
"399","sp|P0A8V2|RPOB_ECOLI","rpoB","DNA-directed RNA polymerase subunit beta",26135025.2905606,25533474.4058491,26105970.891039,26546558.623285,30509864.9548691,30080947.4761189,31426274.2987865,32460375.5894735,75283356.9644209,69745730,76528876.9060078,71090322.9555652,61635978.0269774,58545977.25687,62065709.4135207,56014803.9271042,-0.296616118643713,0.254854545894036,3.36594573857319,2.99621465508289,"not significant","not significant",0,0,"0"
"400","sp|P0A8V6|FADR_ECOLI","fadR","Fatty acid metabolism regulator protein",557328.669712555,474777.365379538,476247.733559085,542443.23989491,395400.035397758,338031.294489516,336772.761971388,378438.457571771,430640.470170265,462841.2168,477917.230539763,453348.700897414,210129.539576215,184723.251735526,185589.317780662,178799.861974635,-1.26506528586428,-0.501483042644035,2.54776701571435,5.75450566828924,"not significant","significant",0,2,"2"
"401","sp|P0A8W0|NANR_ECOLI","nanR","HTH-type transcriptional repressor NanR",875705.922552393,787150.192470428,745465.798807263,793213.817380259,665382.200324679,646685.365897657,657151.21332738,602547.034939024,737779.209785341,772399.7178,781930.946540701,773155.022457056,346215.489529261,324838.814586717,341369.343178385,327175.310596424,-1.1942105964629,-0.316004834916487,2.34015620321404,6.80254509020629,"not significant","significant",0,2,"2"
"402","sp|P0A8W2|SLYA_ECOLI","slyA","Transcriptional regulator SlyA",693969.16117034,684594.951953134,683939.776031288,666297.565874471,941159.522567895,742516.214947668,802961.218040573,792628.063918674,1681213.11989133,1789788.885,1698409.0413837,1830268.76290723,667413.752097297,644058.870758023,590817.189518149,614700.625401631,-1.47558919383891,0.265105071011575,1.54950499696472,6.23309234121566,"not significant","significant",0,2,"2"
"403","sp|P0A8W5|YQGE_ECOLI","yqgE","UPF0301 protein YqgE",1052832.12260916,703917.156103361,738063.856932895,901467.44821104,1210527.51574934,966349.393354607,980410.130127468,1202408.39225955,1534969.85327828,1547162.318,1435418.17406545,1558577.85078144,778232.638332547,744301.28434597,761316.363430308,890408.678231239,-0.936732476804039,0.360271699662172,1.0855672098837,5.16236923937821,"not significant","not significant",0,0,"0"
"404","sp|P0A8W8|YFBU_ECOLI","yfbU","UPF0304 protein YfbU",13121606.6667264,11702494.0535165,12876697.2271405,13410641.0557305,9394920.89824102,10132242.3950054,9861320.74677436,9838034.65174599,5377576.46484187,5319296.135,5600591.11616265,5386993.06590955,9682431.10960135,9636173.90517926,9558475.8261287,10026204.0187065,0.843230673913867,-0.381816906297746,3.00737776667418,6.65690009822486,"not significant","not significant",0,0,"0"
"405","sp|P0A8X0|YJGA_ECOLI","yjgA","UPF0307 protein YjgA",7846602.9082988,9840309.09111594,8997424.55264739,7661875.06702563,5238522.00324577,4495575.45656676,4822778.94771674,4666704.74697208,2619977.41612433,2912096.413,2428553.90176395,2841619.87195493,5119992.43776844,5341725.91874901,5396226.88816955,5138865.30846137,0.958838674605799,-0.837273858492566,2.9327866832259,5.50803153381722,"not significant","not significant",0,0,"0"
"406","sp|P0A8X2|YCEI_ECOLI","yceI","Protein YceI",6938355.5358866,7948685.92921163,9041005.08452924,7022026.05335029,5897581.82077786,5252963.8845534,5980714.00533827,5093333.19784731,3434580.43894419,3273889.529,3364404.20846767,3221851.64224881,5106631.27339596,5055224.1086442,5511259.05540698,4723520.41728975,0.617477123985608,-0.477785800514053,1.91908035907938,4.1490215209611,"not significant","not significant",0,0,"0"
"407","sp|P0A8Y1|YJJG_ECOLI","yjjG","Pyrimidine 5'-nucleotidase YjjG",99196.7829895958,72441.2956233791,71306.9584216329,113772.31013636,184450.375826459,193641.344009627,191571.582503298,218180.563278383,370231.277533657,413452.8652,384507.923331804,449400.528048333,142988.897332796,114911.803265792,103687.965744124,113714.411645964,-1.76692864777122,1.14312836985254,3.27089146735667,4.89273962295585,"significant","significant",1,2,"3"
"408","sp|P0A8Y3|YIHX_ECOLI","yihX","Alpha-D-glucose 1-phosphate phosphatase YihX",5215351.77810815,4063033.74496415,4338632.57644352,4438300.74565987,5139561.61740357,5065573.58528879,4768000.46866865,4965717.56425283,4292763.79693293,4526053.784,4267224.1129601,4351950.83122691,4572712.93054488,4699040.59951727,4812362.08772188,4715374.80560899,0.108459591393398,0.143158539307444,0.824427013544732,2.27668672114853,"not significant","not significant",0,0,"0"
"409","sp|P0A8Y5|YIDA_ECOLI","yidA","Sugar phosphatase YidA",474906.128574978,465027.827517639,510508.119169316,492745.314101686,574696.456375983,562683.91004539,520989.044279896,483176.308908178,795804.462615926,828858.9836,876979.949633759,859837.230968521,359693.731978189,364664.196742568,326830.755038796,307164.080572967,-1.30723863865515,0.140227444977262,1.00286608633963,5.77189534160046,"not significant","significant",0,2,"2"
"410","sp|P0A8Z0|YCIA_ECOLI","yciA","Acyl-CoA thioester hydrolase YciA",2239120.41417599,1982811.36567126,2138874.75178612,2162340.08231662,3642543.3678132,3513433.70643182,3894307.41497522,3473506.05598862,5504617.22701597,5012086.867,5133083.89001109,4984739.09002982,3876953.00613928,3476015.88542756,3779230.11800176,3594445.47311816,-0.486631628650176,0.768959974971019,4.10359119104064,3.993786686061,"not significant","not significant",0,0,"0"
"411","sp|P0A8Z3|YBGC_ECOLI","ybgC","Acyl-CoA thioester hydrolase YbgC",132541.617489307,127015.326783772,124856.054482324,136197.438326672,126523.025535084,142081.985436253,125230.585978392,140233.741966044,241801.526976269,230349.2734,265388.922497243,245281.690018344,139560.044756011,154289.577548251,134906.058231148,148334.714435947,-0.768131971124338,0.0368228261828031,0.233589781840737,4.423849806761,"not significant","not significant",0,0,"0"
"412","sp|P0A901|BLC_ECOLI","blc","Outer membrane lipoprotein Blc",1844447.36292245,1629645.22422746,1648480.31486623,1763488.18107076,2497594.28518917,2422737.01545905,2504300.10260745,2433922.89153322,2000413.53926769,2121701.656,1927279.47654343,2154377.78404689,2518217.72258879,2449805.74561557,2511178.99690618,2456900.49260626,0.276392645790183,0.517697120013128,4.08524934824303,3.45688574301506,"not significant","not significant",0,0,"0"
"413","sp|P0A905|SLYB_ECOLI","slyB","Outer membrane lipoprotein SlyB",1199755.13994344,931409.933863166,963777.910166184,1060891.87069401,1364833.77772427,1289468.16958667,1227801.8151846,1313636.11485201,648849.201262966,633760.6743,632689.625091074,653406.347973035,1463876.56745801,1368282.08590593,1309451.38338429,1557068.23568724,1.14958565372343,0.322190879340659,1.85929468089218,4.83197378299045,"not significant","significant",0,2,"2"
